user_id,name,email,phone,event_user_id,event_name,event_ts
10034,User 10034,user10034@company.com,+1-311-5998,10034,purchase,2025-02-02 10:00:00Z
10035,User 10035,user10035@company.com,687-2072,10035,login,2025-02-02 11:00:00Z
10036,User 10036,user10036@company.com,+1-599-4072,10036,purchase,2025-02-02 12:00:00Z
10037,User 10037,user10037@company.com,801-5540,10037,view,2025-02-02 08:00:00
10038,User 10038,user10038@company.com,+1-226-3735,10038,purchase,2025-02-02 14:00:00Z
10039,User 10039,user10039@company.com,+1-649-4760,10039,view,2025-02-02 10:00:00
10040,User 10040,user10040@company.com,+1-413-4730,10040,view,2025-02-02 16:00:00Z
10041,User 10041,user10041@company.com,+1-461-1839,10041,login,2025-02-02 17:00:00Z
10042,User 10042,user10042@company.com,+1-756-6291,10042,logout,2025-02-02 13:00:00
10043,User 10043,user10043@company.com,+1-623-1666,10043,view,2025-02-02 19:00:00Z
10044,User 10044,user10044@company.com,+1-735-6224,10044,purchase,2025-02-02 20:00:00Z
10045,User 10045,USER10045@COMPANY.COM,+1-844-1745,10045,view,2025-02-02 21:00:00Z
10046,User 10046,user10046@company.com,+1-459-5851,10046,login,2025-02-02 22:00:00Z
10047,User 10047,user10047@company.com,+1-305-8656,10047,purchase,2025-02-02 23:00:00Z
10048,User 10048,user10048@company.com,396-3598,10048,login,2025-02-02 19:00:00
10049,User 10049,user10049@company.com,+1-510-1744,10049,logout,2025-02-03 01:00:00Z
10050,User 10050,user10050@company.com,+1-339-3884,10050,login,2025-02-03 02:00:00Z
10051,User 10051,user10051@company.com,+1-365-4820,10051,login,2025-02-03 03:00:00Z
10052,User 10052,user10052@company.com,+1-711-6508,10052,logout,2025-02-03 04:00:00Z
10053,User 10053,user10053@company.com,+1-894-2363,10053,purchase,2025-02-03 05:00:00Z
10054,User 10054,user10054@company.com,+1-711-1035,10054,view,2025-02-03 06:00:00Z
10055,User 10055,user10055@company.com,+1-203-8586,10055,view,2025-02-03 07:00:00Z
10056,,user10056@company.com,,10056,,
10057,User 10057,user10057@company.com,+1-896-6162,10057,purchase,2025-02-03 09:00:00Z
10058,User 10058,user10058@company.com,752-8211,10058,logout,2025-02-03 05:00:00
10059,User 10059,user10059@company.com,+1-725-7868,10059,login,2025-02-03 06:00:00
10060,User 10060,user10060@company.com,+1-301-8756,10060,logout,2025-02-03 12:00:00Z
10061,,user10061@company.com,,10061,,
10062,User 10062,user10062@company.com,+1-331-2743,10062,logout,2025-02-03 09:00:00
10063,User 10063,user10063@company.com,+1-322-1114,10063,login,2025-02-03 10:00:00
10064,User 10064,user10064@company.com,+1-422-4564,10064,login,2025-02-03 16:00:00Z
10065,User 10065,user10065@company.com,+1-955-6457,10065,logout,2025-02-03 12:00:00
10066,User 10066,user10066@company.com,+1-807-6098,10066,logout,2025-02-03 18:00:00Z
10067,User 10067,user10067@company.com,839-8908,10067,login,2025-02-03 19:00:00Z
10068,User 10068,user10068@company.com,917-8449,10068,view,2025-02-03 20:00:00Z
10069,User 10069,user10069@company.com,+1-754-5468,10069,logout,2025-02-03 21:00:00Z
10070,User 10070,user10070@company.com,336-2104,10070,login,2025-02-03 22:00:00Z
10071,,USER10071@COMPANY.COM,,10071,,
10072,,user10072@company.com,,10072,,
10073,User 10073,user10073@company.com,260-8926,10073,logout,2025-02-04 01:00:00Z
10074,User 10074,user10074@company.com,+1-425-7066,10074,view,2025-02-04 02:00:00Z
10075,User 10075,user10075@company.com,+1-566-6929,10075,view,2025-02-04 03:00:00Z
10076,User 10076,user10076@company.com,+1-591-8460,10076,login,2025-02-04 04:00:00Z
10077,,user10077@company.com,,10077,,
10078,,user10078@company.com,,10078,,
10079,User 10079,user10079@company.com,332-4615,10079,purchase,2025-02-04 02:00:00
10080,User 10080,user10080@company.com,+1-794-4595,10080,login,2025-02-04 08:00:00Z
10081,User 10081,user10081@company.com,996-5376,10081,logout,2025-02-04 09:00:00Z
10082,User 10082,user10082@company.com,+1-904-8934,10082,view,2025-02-04 05:00:00
10083,User 10083,user10083@company.com,+1-386-6773,10083,logout,2025-02-04 11:00:00Z
10084,User 10084,user10084@company.com,+1-958-8428,10084,purchase,2025-02-04 07:00:00
10085,User 10085,user10085@company.com,+1-589-5523,1010084,purchase,2025-02-04 13:00:00Z
10086,User 10086,user10086@company.com,+1-835-5827,10086,login,2025-02-04 14:00:00Z
10087,User 10087,user10087@company.com,+1-633-7288,10087,login,2025-02-04 15:00:00Z
10088,User 10088,user10088@company.com,988-7250,10088,login,2025-02-04 16:00:00Z
10089,User 10089,user10089@company.com,+1-602-2975,10089,view,2025-02-04 17:00:00Z
10090,User 10090,user10090@company.com,+1-431-9341,10090,logout,2025-02-04 18:00:00Z
10091,User 10091,user10091@company.com,+1-870-3021,1010090,login,2025-02-04 19:00:00Z
10092,User 10092,user10092@company.com,+1-485-6922,10092,logout,2025-02-04 20:00:00Z
10093,User 10093,user10093@company.com,+1-709-4260,10093,login,2025-02-04 21:00:00Z
10094,User 10094,user10094@company.com,+1-762-3533,10094,view,2025-02-04 22:00:00Z
10095,User 10095,user10095@company.com,+1-916-9938,10095,logout,2025-02-04 23:00:00Z
10096,User 10096,user10096@company.com,+1-416-7115,10096,purchase,2025-02-05 00:00:00Z
10097,User 10097,user10097@company.com,643-3549,10097,purchase,2025-02-04 20:00:00
10098,User 10098,user10098@company.com,+1-703-7543,10098,purchase,2025-02-05 02:00:00Z
10099,User 10099,user10099@company.com,606-7773,10099,logout,2025-02-04 22:00:00
10100,User 10100,user10100@company.com,+1-958-4265,10100,view,2025-02-05 04:00:00Z
10101,User 10101,user10101@company.com,488-9397,10101,view,2025-02-05 05:00:00Z
10102,User 10102,user10102@company.com,+1-833-9724,10102,purchase,2025-02-05 06:00:00Z
10103,User 10103,user10103@company.com,+1-809-3388,10103,login,2025-02-05 07:00:00Z
10104,User 10104,user10104@company.com,+1-655-7575,10104,logout,2025-02-05 08:00:00Z
10105,User 10105,user10105@company.com,+1-493-2816,10105,logout,2025-02-05 09:00:00Z
10106,User 10106,user10106@company.com,+1-785-2965,10106,logout,2025-02-05 10:00:00Z
10107,User 10107,user10107@company.com,+1-972-7953,10107,logout,2025-02-05 11:00:00Z
10108,User 10108,user10108@company.com,840-9505,10108,logout,2025-02-05 12:00:00Z
10109,User 10109,user10109@company.com,+1-934-5463,10109,logout,2025-02-05 08:00:00
10110,User 10110,user10110@company.com,493-3825,10110,login,2025-02-05 09:00:00
10111,User 10111,user10111@company.com,+1-779-3540,1010110,purchase,2025-02-05 15:00:00Z
10112,User 10112,user10112@company.com,760-5083,10112,login,2025-02-05 11:00:00
10113,User 10113,user10113@company.com,+1-384-6761,10113,login,2025-02-05 12:00:00
10114,User 10114,user10114@company.com,+1-320-9269,10114,view,2025-02-05 13:00:00
10115,User 10115,user10115@company.com,+1-427-7726,10115,login,2025-02-05 19:00:00Z
10116,User 10116,user10116@company.com,+1-648-8915,10116,logout,2025-02-05 20:00:00Z
10117,User 10117,user10117@company.com,+1-796-7828,10117,logout,2025-02-05 21:00:00Z
10118,User 10118,user10118@company.com,628-4873,10118,login,2025-02-05 22:00:00Z
10119,User 10119,user10119@company.com,+1-277-9580,10119,logout,2025-02-05 23:00:00Z
10120,User 10120,user10120@company.com,+1-641-6462,10120,view,2025-02-06 00:00:00Z
10121,,user10121@company.com,,10121,,
10122,,user10122@company.com,,10122,,
10123,User 10123,user10123@company.com,+1-338-7780,10123,login,2025-02-06 03:00:00Z
10124,User 10124,user10124@company.com,+1-742-6141,10124,logout,2025-02-06 04:00:00Z
10125,,user10125@company.com,,10125,,
10126,User 10126,user10126@company.com,+1-349-9224,10126,logout,2025-02-06 06:00:00Z
10127,User 10127,user10127@company.com,+1-413-5570,10127,view,2025-02-06 07:00:00Z
10128,,user10128@company.com,,10128,,
10129,User 10129,user10129@company.com,+1-930-9428,10129,logout,2025-02-06 09:00:00Z
10130,User 10130,user10130@company.com,+1-660-9649,10130,purchase,2025-02-06 10:00:00Z
10131,User 10131,user10131@company.com,+1-250-6865,10131,logout,2025-02-06 06:00:00
10132,,user10132@company.com,,10132,,
10133,User 10133,user10133@company.com,599-2302,10133,login,2025-02-06 08:00:00
10134,,user10134@company.com,,10134,,
10135,User 10135,user10135@company.com,+1-888-3739,10135,login,2025-02-06 10:00:00
10136,User 10136,user10136@company.com,+1-413-1089,10136,view,2025-02-06 16:00:00Z
10137,User 10137,USER10137@COMPANY.COM,230-8632,10137,view,2025-02-06 17:00:00Z
10138,User 10138,user10138@company.com,+1-496-3013,10138,purchase,2025-02-06 13:00:00
10139,User 10139,user10139@company.com,+1-986-2434,10139,view,2025-02-06 19:00:00Z
10140,User 10140,user10140@company.com,+1-280-5427,10140,login,2025-02-06 20:00:00Z
10141,User 10141,user10141@company.com,+1-216-6752,10141,logout,2025-02-06 16:00:00
10142,User 10142,user10142@company.com,+1-320-1363,10142,login,2025-02-06 22:00:00Z
10143,User 10143,user10143@company.com,+1-917-2146,10143,purchase,2025-02-06 23:00:00Z
10144,User 10144,user10144@company.com,+1-586-9637,10144,logout,2025-02-07 00:00:00Z
10145,User 10145,user10145@company.com,+1-975-6489,1010144,view,2025-02-07 01:00:00Z
10146,User 10146,user10146@company.com,+1-884-9395,10146,logout,2025-02-07 02:00:00Z
10147,,user10147@company.com,,10147,,
10148,User 10148,user10148@company.com,+1-442-8202,10148,view,2025-02-07 04:00:00Z
10149,User 10149,user10149@company.com,+1-966-2316,10149,purchase,2025-02-07 00:00:00
10150,User 10150,user10150@company.com,+1-899-6587,10150,logout,2025-02-07 01:00:00
10151,User 10151,user10151@company.com,+1-427-8237,10151,view,2025-02-07 07:00:00Z
10152,User 10152,user10152@company.com,+1-241-2512,10152,view,2025-02-07 08:00:00Z
10153,User 10153,user10153@company.com,+1-768-1820,10153,purchase,2025-02-07 09:00:00Z
10154,User 10154,user10154@company.com,+1-832-6817,10154,logout,2025-02-07 10:00:00Z
10155,User 10155,user10155@company.com,+1-676-5310,10155,login,2025-02-07 11:00:00Z
10156,User 10156,USER10156@COMPANY.COM,+1-486-5841,10156,logout,2025-02-07 07:00:00
10157,User 10157,user10157@company.com,+1-994-7244,10157,logout,2025-02-07 08:00:00
10158,User 10158,user10158@company.com,+1-822-8623,10158,purchase,2025-02-07 14:00:00Z
10159,User 10159,user10159@company.com,+1-833-6732,10159,logout,2025-02-07 15:00:00Z
10160,User 10160,user10160@company.com,+1-891-8478,1010159,view,2025-02-07 16:00:00Z
10161,User 10161,user10161@company.com,+1-476-9762,10161,view,2025-02-07 12:00:00
10162,User 10162,user10162@company.com,+1-346-9899,10162,purchase,2025-02-07 18:00:00Z
10163,User 10163,user10163@company.com,+1-208-4533,1010162,view,2025-02-07 19:00:00Z
10164,User 10164,user10164@company.com,+1-783-3175,10164,logout,2025-02-07 15:00:00
10165,User 10165,user10165@company.com,+1-374-8764,1010164,logout,2025-02-07 21:00:00Z
10166,User 10166,user10166@company.com,+1-931-3972,10166,purchase,2025-02-07 22:00:00Z
10167,User 10167,user10167@company.com,+1-426-8255,10167,login,2025-02-07 18:00:00
10168,User 10168,user10168@company.com,+1-765-2814,1010167,login,2025-02-08 00:00:00Z
10169,User 10169,user10169@company.com,+1-333-2573,10169,view,2025-02-08 01:00:00Z
10170,User 10170,user10170@company.com,+1-271-4904,10170,view,2025-02-08 02:00:00Z
10171,User 10171,user10171@company.com,933-4525,10171,purchase,2025-02-08 03:00:00Z
10172,User 10172,user10172@company.com,+1-374-1734,10172,login,2025-02-08 04:00:00Z
10173,User 10173,user10173@company.com,820-9626,10173,view,2025-02-08 05:00:00Z
10174,User 10174,user10174@company.com,+1-331-3917,10174,purchase,2025-02-08 01:00:00
10175,User 10175,user10175@company.com,+1-451-2041,10175,purchase,2025-02-08 07:00:00Z
10176,User 10176,user10176@company.com,+1-370-3222,10176,logout,2025-02-08 08:00:00Z
10177,User 10177,user10177@company.com,+1-528-1657,10177,login,2025-02-08 09:00:00Z
10178,User 10178,user10178@company.com,+1-852-6048,10178,login,2025-02-08 05:00:00
10179,User 10179,user10179@company.com,+1-755-8144,10179,login,2025-02-08 11:00:00Z
10180,User 10180,user10180@company.com,215-7029,10180,logout,2025-02-08 12:00:00Z
10181,User 10181,user10181@company.com,+1-336-4593,10181,view,2025-02-08 13:00:00Z
10182,User 10182,user10182@company.com,+1-956-8061,10182,logout,2025-02-08 09:00:00
10183,,user10183@company.com,,10183,,
10184,User 10184,user10184@company.com,+1-682-1062,10184,logout,2025-02-08 11:00:00
10185,User 10185,user10185@company.com,+1-517-4667,10185,view,2025-02-08 17:00:00Z
10186,,user10186@company.com,,10186,,
10187,,user10187@company.com,,10187,,
10188,User 10188,user10188@company.com,+1-534-2276,10188,purchase,2025-02-08 20:00:00Z
10189,User 10189,user10189@company.com,+1-631-3692,10189,purchase,2025-02-08 21:00:00Z
10190,User 10190,user10190@company.com,+1-611-3971,10190,login,2025-02-08 22:00:00Z
10191,User 10191,user10191@company.com,+1-943-6225,10191,logout,2025-02-08 18:00:00
10192,User 10192,user10192@company.com,+1-507-9405,10192,view,2025-02-09 00:00:00Z
10193,User 10193,user10193@company.com,+1-494-6288,10193,logout,2025-02-09 01:00:00Z
10194,User 10194,user10194@company.com,825-8590,10194,purchase,2025-02-09 02:00:00Z
10195,User 10195,user10195@company.com,877-9806,10195,login,2025-02-08 22:00:00
10196,User 10196,user10196@company.com,+1-317-5741,10196,view,2025-02-09 04:00:00Z
10197,User 10197,user10197@company.com,+1-838-1921,10197,purchase,2025-02-09 05:00:00Z
10198,User 10198,user10198@company.com,+1-783-1440,1010197,login,2025-02-09 06:00:00Z
10199,User 10199,user10199@company.com,+1-833-8586,10199,purchase,2025-02-09 07:00:00Z
10200,User 10200,user10200@company.com,+1-786-6697,1010199,logout,2025-02-09 03:00:00
10201,,user10201@company.com,,10201,,
10202,User 10202,user10202@company.com,+1-754-7567,10202,logout,2025-02-09 05:00:00
10203,User 10203,user10203@company.com,+1-283-1028,1010202,logout,2025-02-09 11:00:00Z
10204,User 10204,user10204@company.com,+1-912-8686,10204,login,2025-02-09 12:00:00Z
10205,User 10205,user10205@company.com,+1-519-7486,10205,login,2025-02-09 13:00:00Z
10206,User 10206,user10206@company.com,424-5858,1010205,view,2025-02-09 14:00:00Z
10207,User 10207,user10207@company.com,557-7133,10207,login,2025-02-09 10:00:00
10208,User 10208,user10208@company.com,+1-679-6341,10208,purchase,2025-02-09 16:00:00Z
10209,User 10209,user10209@company.com,+1-805-5012,10209,purchase,2025-02-09 17:00:00Z
10210,User 10210,user10210@company.com,+1-255-5488,10210,purchase,2025-02-09 13:00:00
10211,User 10211,user10211@company.com,+1-319-1057,10211,login,2025-02-09 19:00:00Z
10212,User 10212,user10212@company.com,326-6896,10212,logout,2025-02-09 20:00:00Z
10213,,user10213@company.com,,10213,,
10214,User 10214,user10214@company.com,413-4916,10214,view,2025-02-09 22:00:00Z
10215,User 10215,user10215@company.com,399-2141,10215,purchase,2025-02-09 23:00:00Z
10216,User 10216,user10216@company.com,+1-260-6731,10216,login,2025-02-10 00:00:00Z
10217,User 10217,user10217@company.com,+1-720-4985,10217,view,2025-02-10 01:00:00Z
10218,User 10218,user10218@company.com,+1-406-2486,10218,purchase,2025-02-10 02:00:00Z
10219,User 10219,user10219@company.com,+1-885-5229,10219,view,2025-02-10 03:00:00Z
10220,User 10220,user10220@company.com,+1-760-2310,10220,view,2025-02-10 04:00:00Z
10221,User 10221,user10221@company.com,+1-896-8373,10221,purchase,2025-02-10 05:00:00Z
10222,User 10222,user10222@company.com,+1-225-5350,10222,view,2025-02-10 01:00:00
10223,User 10223,user10223@company.com,+1-485-7773,10223,view,2025-02-10 07:00:00Z
10224,User 10224,user10224@company.com,+1-914-2072,1010223,logout,2025-02-10 03:00:00
10225,User 10225,user10225@company.com,207-1756,1010224,logout,2025-02-10 04:00:00
10226,User 10226,user10226@company.com,+1-376-8644,10226,login,2025-02-10 10:00:00Z
10227,User 10227,user10227@company.com,+1-481-4914,10227,login,2025-02-10 11:00:00Z
10228,User 10228,user10228@company.com,+1-437-7978,10228,login,2025-02-10 12:00:00Z
10229,User 10229,user10229@company.com,+1-939-1889,1010228,view,2025-02-10 13:00:00Z
10230,User 10230,user10230@company.com,+1-444-3130,10230,view,2025-02-10 14:00:00Z
10231,,user10231@company.com,,10231,,
10232,User 10232,user10232@company.com,+1-490-2046,10232,purchase,2025-02-10 16:00:00Z
10233,User 10233,user10233@company.com,+1-523-5838,10233,view,2025-02-10 12:00:00
10234,User 10234,user10234@company.com,+1-410-3498,10234,purchase,2025-02-10 18:00:00Z
10235,User 10235,user10235@company.com,+1-470-3708,10235,view,2025-02-10 19:00:00Z
10236,User 10236,user10236@company.com,477-1447,10236,view,2025-02-10 20:00:00Z
10237,User 10237,USER10237@COMPANY.COM,+1-914-7121,1010236,purchase,2025-02-10 21:00:00Z
10238,User 10238,user10238@company.com,+1-989-1433,10238,login,2025-02-10 22:00:00Z
10239,User 10239,user10239@company.com,+1-207-4022,10239,login,2025-02-10 18:00:00
10240,User 10240,user10240@company.com,+1-580-5813,10240,view,2025-02-11 00:00:00Z
10241,User 10241,user10241@company.com,+1-651-9751,10241,purchase,2025-02-11 01:00:00Z
10242,User 10242,user10242@company.com,+1-959-8669,10242,purchase,2025-02-11 02:00:00Z
10243,User 10243,user10243@company.com,+1-615-5379,1010242,logout,2025-02-10 22:00:00
10244,User 10244,user10244@company.com,+1-864-8324,10244,view,2025-02-10 23:00:00
10245,User 10245,user10245@company.com,+1-915-4132,1010244,view,2025-02-11 05:00:00Z
10246,User 10246,user10246@company.com,894-1300,10246,logout,2025-02-11 06:00:00Z
10247,User 10247,user10247@company.com,812-2862,10247,login,2025-02-11 07:00:00Z
10248,,user10248@company.com,,10248,,
10249,User 10249,user10249@company.com,+1-260-3897,10249,view,2025-02-11 09:00:00Z
10250,,user10250@company.com,,10250,,
10251,User 10251,user10251@company.com,+1-255-4099,10251,login,2025-02-11 11:00:00Z
10252,User 10252,user10252@company.com,464-5744,10252,view,2025-02-11 12:00:00Z
10253,User 10253,user10253@company.com,+1-515-5565,10253,logout,2025-02-11 13:00:00Z
10254,User 10254,user10254@company.com,+1-515-3350,10254,logout,2025-02-11 09:00:00
10255,User 10255,user10255@company.com,+1-360-8670,10255,view,2025-02-11 15:00:00Z
10256,User 10256,user10256@company.com,675-4681,10256,login,2025-02-11 16:00:00Z
10257,User 10257,user10257@company.com,+1-383-2833,10257,view,2025-02-11 12:00:00
10258,User 10258,user10258@company.com,+1-723-6011,10258,logout,2025-02-11 13:00:00
10259,User 10259,user10259@company.com,+1-427-6295,10259,view,2025-02-11 19:00:00Z
10260,User 10260,user10260@company.com,+1-537-6403,1010259,purchase,2025-02-11 20:00:00Z
10261,User 10261,user10261@company.com,+1-674-7487,10261,logout,2025-02-11 21:00:00Z
10262,User 10262,user10262@company.com,+1-872-4765,10262,login,2025-02-11 17:00:00
10263,User 10263,user10263@company.com,+1-898-2608,10263,purchase,2025-02-11 18:00:00
10264,User 10264,user10264@company.com,+1-552-9389,10264,view,2025-02-11 19:00:00
10265,User 10265,user10265@company.com,+1-866-6833,10265,view,2025-02-11 20:00:00
10266,User 10266,user10266@company.com,+1-794-2181,10266,purchase,2025-02-11 21:00:00
10267,User 10267,user10267@company.com,+1-856-2832,10267,view,2025-02-12 03:00:00Z
10268,User 10268,user10268@company.com,+1-307-4657,10268,login,2025-02-12 04:00:00Z
10269,User 10269,user10269@company.com,+1-935-6440,10269,purchase,2025-02-12 05:00:00Z
10270,User 10270,user10270@company.com,434-9887,10270,purchase,2025-02-12 06:00:00Z
10271,User 10271,user10271@company.com,+1-949-3154,10271,purchase,2025-02-12 07:00:00Z
10272,User 10272,user10272@company.com,+1-748-7384,10272,purchase,2025-02-12 08:00:00Z
10273,User 10273,user10273@company.com,+1-768-9366,10273,view,2025-02-12 04:00:00
10274,User 10274,user10274@company.com,+1-549-4465,10274,view,2025-02-12 10:00:00Z
10275,User 10275,user10275@company.com,+1-315-7359,10275,logout,2025-02-12 11:00:00Z
10276,User 10276,user10276@company.com,+1-737-2428,10276,purchase,2025-02-12 12:00:00Z
10277,,user10277@company.com,,10277,,
10278,User 10278,user10278@company.com,+1-301-3659,10278,logout,2025-02-12 09:00:00
10279,User 10279,user10279@company.com,438-4393,10279,view,2025-02-12 15:00:00Z
10280,User 10280,user10280@company.com,513-3581,10280,purchase,2025-02-12 11:00:00
10281,User 10281,user10281@company.com,820-8018,10281,logout,2025-02-12 17:00:00Z
10282,User 10282,user10282@company.com,+1-604-6072,10282,logout,2025-02-12 18:00:00Z
10283,User 10283,user10283@company.com,+1-704-8174,10283,login,2025-02-12 19:00:00Z
10284,User 10284,user10284@company.com,+1-272-4319,10284,logout,2025-02-12 20:00:00Z
10285,User 10285,user10285@company.com,+1-274-3979,10285,login,2025-02-12 21:00:00Z
10286,User 10286,user10286@company.com,+1-711-3923,10286,login,2025-02-12 17:00:00
10287,User 10287,user10287@company.com,+1-687-3197,10287,purchase,2025-02-12 23:00:00Z
10288,User 10288,user10288@company.com,+1-290-7349,10288,view,2025-02-12 19:00:00
10289,User 10289,user10289@company.com,947-8967,10289,logout,2025-02-12 20:00:00
10290,User 10290,user10290@company.com,+1-225-2623,10290,login,2025-02-13 02:00:00Z
10291,User 10291,user10291@company.com,+1-661-1331,10291,view,2025-02-13 03:00:00Z
10292,User 10292,user10292@company.com,+1-609-1518,10292,view,2025-02-13 04:00:00Z
10293,User 10293,user10293@company.com,+1-895-1385,1010292,purchase,2025-02-13 00:00:00
10294,User 10294,user10294@company.com,+1-734-5402,10294,purchase,2025-02-13 06:00:00Z
10295,User 10295,user10295@company.com,+1-630-7910,10295,purchase,2025-02-13 07:00:00Z
10296,User 10296,user10296@company.com,+1-549-4074,10296,view,2025-02-13 08:00:00Z
10297,User 10297,user10297@company.com,+1-480-4634,10297,login,2025-02-13 04:00:00
10298,User 10298,user10298@company.com,+1-424-9032,10298,logout,2025-02-13 10:00:00Z
10299,User 10299,user10299@company.com,742-9253,10299,logout,2025-02-13 11:00:00Z
10300,User 10300,user10300@company.com,+1-384-1764,10300,logout,2025-02-13 12:00:00Z
10301,,user10301@company.com,,10301,,
10302,User 10302,user10302@company.com,+1-561-9858,10302,login,2025-02-13 14:00:00Z
10303,User 10303,user10303@company.com,+1-827-8164,10303,login,2025-02-13 15:00:00Z
10304,User 10304,user10304@company.com,+1-724-9176,10304,view,2025-02-13 11:00:00
10305,User 10305,user10305@company.com,+1-366-8231,10305,login,2025-02-13 12:00:00
10306,,user10306@company.com,,10306,,
10307,User 10307,user10307@company.com,+1-348-5729,10307,login,2025-02-13 19:00:00Z
10308,User 10308,USER10308@COMPANY.COM,+1-286-7328,10308,purchase,2025-02-13 15:00:00
10309,User 10309,user10309@company.com,+1-748-7315,10309,view,2025-02-13 21:00:00Z
10310,User 10310,user10310@company.com,+1-205-6046,10310,login,2025-02-13 22:00:00Z
10311,User 10311,user10311@company.com,+1-942-1067,10311,logout,2025-02-13 23:00:00Z
10312,User 10312,user10312@company.com,+1-885-9720,10312,logout,2025-02-14 00:00:00Z
10313,User 10313,user10313@company.com,+1-468-4108,1010312,logout,2025-02-14 01:00:00Z
10314,User 10314,user10314@company.com,+1-984-1478,10314,logout,2025-02-14 02:00:00Z
10315,,user10315@company.com,,10315,,
10316,User 10316,user10316@company.com,+1-837-5975,10316,login,2025-02-14 04:00:00Z
10317,User 10317,user10317@company.com,+1-391-6459,10317,logout,2025-02-14 05:00:00Z
10318,User 10318,user10318@company.com,656-8095,10318,purchase,2025-02-14 06:00:00Z
10319,User 10319,user10319@company.com,329-1914,1010318,logout,2025-02-14 02:00:00
10320,User 10320,user10320@company.com,+1-331-9191,10320,purchase,2025-02-14 08:00:00Z
10321,User 10321,user10321@company.com,880-7688,10321,logout,2025-02-14 09:00:00Z
10322,User 10322,user10322@company.com,+1-306-3174,10322,view,2025-02-14 10:00:00Z
10323,User 10323,user10323@company.com,+1-333-6191,10323,purchase,2025-02-14 11:00:00Z
10324,User 10324,user10324@company.com,+1-312-9215,10324,purchase,2025-02-14 07:00:00
10325,User 10325,user10325@company.com,+1-542-4849,10325,login,2025-02-14 13:00:00Z
10326,User 10326,USER10326@COMPANY.COM,+1-490-7268,10326,purchase,2025-02-14 09:00:00
10327,User 10327,user10327@company.com,+1-932-7619,10327,logout,2025-02-14 15:00:00Z
10328,User 10328,user10328@company.com,258-8436,10328,login,2025-02-14 16:00:00Z
10329,User 10329,user10329@company.com,+1-295-5363,10329,purchase,2025-02-14 17:00:00Z
10330,User 10330,user10330@company.com,+1-210-6649,10330,view,2025-02-14 18:00:00Z
10331,User 10331,user10331@company.com,+1-610-5941,10331,view,2025-02-14 19:00:00Z
10332,User 10332,user10332@company.com,+1-382-5106,10332,view,2025-02-14 20:00:00Z
10333,User 10333,user10333@company.com,+1-280-2823,10333,view,2025-02-14 21:00:00Z
